tid,lat,lon,day,hour,payment_type,pickup_dropoff,tid2,tid3
188320,40.778288,-73.98559199999998,23,23,3,0,1395,1360
188330,40.786473,-73.968395,19,22,3,1,1395,1360
188330,40.741018,-74.007507,19,22,3,0,1395,1360
188340,40.681445,-73.977078,25,0,3,1,1395,1360
188340,40.689713,-73.99221,25,0,3,0,1395,1361
188350,40.76755,-73.981558,28,19,3,1,1395,1361
188350,40.731713,-73.988422,28,19,3,0,1395,1361
188360,40.727118,-74.006062,25,7,3,1,1395,1361
188360,40.730848,-74.008047,25,7,3,0,1395,1361
188370,40.722158,-74.00394799999998,19,22,3,1,1395,1361
188370,40.737937,-74.00438699999998,19,22,3,0,1395,1361
188380,40.755887,-73.974407,25,21,3,1,1395,1361
188380,40.677318,-73.97157699999998,25,22,3,0,1395,1361
188390,40.673912,-73.964797,19,18,3,1,1395,1361
188390,40.673912,-73.964797,19,18,1,0,1395,1361
188400,40.708015,-74.00347499999998,9,21,3,1,1395,1361
188400,40.762223,-73.97891799999998,9,21,3,0,1395,1361
188410,40.724573,-73.99333,19,18,3,1,1395,1361
188410,40.723917,-73.97897299999998,19,18,3,0,1395,1361
188420,40.727772,-73.99366,19,18,1,1,1395,1361
188420,40.717543,-73.9953,19,18,3,0,1396,1361
188430,40.760555,-73.98650999999998,9,22,1,1,1396,1361
188430,40.780647,-73.976113,9,22,3,0,1396,1361
188440,40.738045,-73.996353,19,18,3,1,1396,1361
188440,40.729912,-73.998963,19,18,3,0,1396,1361
188450,40.77823,-73.96288,9,22,3,1,1396,1361
188450,40.753797,-73.97755499999998,9,22,3,0,1396,1362
188460,40.753508,-73.97233699999998,14,15,1,1,1396,1362
188460,40.766495,-73.96716499999998,14,15,3,0,1396,1362
188470,40.757373,-73.97132999999998,12,2,1,1,1396,1362
188470,40.707487,-74.007175,12,2,1,0,1396,1362
188480,40.782678,-73.957205,26,19,1,1,1396,1362
188480,40.769198,-73.96535799999998,26,19,1,0,1396,1362
188490,40.728533,-73.987837,28,3,3,1,1396,1362
188490,40.69135,-73.955928,28,4,3,0,1396,1362
188500,40.780478,-73.959137,23,8,3,1,1396,1362
188500,40.784215,-73.956337,23,8,3,0,1396,1362
188510,40.738927,-74.005475,14,19,1,1,1396,1362
188510,40.70757,-74.017127,14,20,3,0,1396,1362
188520,40.71107,-73.963493,14,3,3,1,1396,1362
188520,40.729893,-73.98366699999998,14,3,3,0,1396,1362
188530,40.752883,-73.97852799999998,10,8,3,1,1396,1362
188530,40.74769,-73.988437,10,8,3,0,1396,1362
188540,40.734567,-73.99873499999998,14,22,1,1,1396,1362
188540,40.726997,-73.980107,14,22,3,0,1396,1362
188550,40.750283,-73.99141,13,15,3,1,1396,1362
188550,40.75965,-73.98546799999998,13,15,1,0,1396,1362
188560,40.771448,-73.95008199999998,9,22,3,1,1397,1362
188560,40.776907,-73.963615,9,22,3,0,1397,1362
188570,40.748497,-73.97224699999998,9,20,1,1,1397,1362
188570,40.598515,-73.965905,9,20,1,0,1397,1362
188580,40.64184,-73.789185,27,0,1,1,1397,1362
188580,40.669632,-73.972728,27,1,1,0,1397,1362
188590,40.774982,-73.980545,27,13,3,1,1397,1362
188590,40.776657,-73.96156499999998,27,14,3,0,1397,1363
188600,40.76114,-73.99185799999998,26,21,3,1,1397,1363
188600,40.741125,-73.98169199999998,26,21,3,0,1397,1363
188610,40.722048,-73.98809,23,20,1,1,1397,1363
188610,40.72205,-73.98808699999998,23,20,3,0,1397,1363
188620,40.778118,-73.964428,22,8,1,1,1397,1363
188620,40.744217,-73.984577,22,8,3,0,1397,1363
188630,40.73678,-73.98952,26,0,3,1,1397,1363
188630,40.775143,-73.9651,26,1,1,0,1397,1363
188640,40.645397,-73.776753,22,9,1,1,1397,1363
188640,40.736605,-73.98128,22,10,3,0,1397,1363
188650,40.645237,-73.77669299999998,22,9,1,1,1397,1363
188650,40.705977,-74.017193,22,10,3,0,1397,1363
188660,40.764297,-73.98474299999998,26,14,1,1,1397,1363
188660,40.757593,-73.971653,26,14,3,0,1397,1363
188670,40.75716,-73.975108,26,9,3,1,1397,1363
188670,40.703318,-74.01097,26,10,3,0,1397,1363
188680,40.735183,-73.99008499999998,27,10,3,1,1397,1363
188680,40.724868,-74.00936799999998,27,10,3,0,1397,1363
188690,40.77879,-73.97773499999998,25,20,3,1,1397,1363
188690,40.774373,-73.980942,25,20,3,0,1398,1363
188700,40.743315,-73.98415699999998,24,23,1,1,1398,1363
188700,40.79749,-73.96071,24,23,1,0,1398,1363
188710,40.729657,-73.989725,25,15,3,1,1398,1363
188710,40.734467,-73.989688,25,15,3,0,1398,1364
188720,40.760895,-73.985383,25,16,1,1,1398,1364
188720,40.758647,-73.97060999999998,25,16,1,0,1398,1364
188730,40.775845,-73.958225,28,15,1,1,1398,1364
188730,40.76671,-73.965,28,15,3,0,1398,1364
188740,40.777817,-73.988747,25,22,3,1,1398,1364
188740,40.847812,-73.93788999999998,25,22,3,0,1398,1364
188750,40.740945,-73.99667499999998,27,10,1,1,1398,1364
188750,40.769795,-73.987592,27,10,1,0,1398,1364
188760,40.728637,-74.0001,20,4,1,1,1398,1364
188760,40.72121,-74.003898,20,4,3,0,1398,1364
188770,40.757082,-73.974278,13,3,1,1,1398,1364
188770,40.761197,-73.968602,13,3,1,0,1398,1364
188780,40.761695,-73.975297,28,3,3,1,1398,1364
188780,40.769797,-73.96085499999998,28,3,1,0,1398,1364
188790,40.753827,-73.988477,23,12,3,1,1398,1364
188790,40.75849,-74.00050299999998,23,12,1,0,1398,1364
188800,40.753655,-73.98054999999998,23,6,3,1,1398,1364
188800,40.752702,-73.97673299999998,23,6,3,0,1398,1364
188810,40.77847,-73.98559199999998,28,17,1,1,1398,1364
188810,40.750178,-74.008173,28,17,1,0,1398,1364
188820,40.739493,-73.98270499999998,27,19,3,1,1398,1364
188820,40.740857,-74.00760699999998,27,19,3,0,1398,1364
188830,40.779847,-73.94449199999998,24,9,1,1,1399,1364
188830,40.70331,-74.007745,24,9,3,0,1399,1364
188840,40.74195,-73.99339,28,3,3,1,1399,1364
188840,40.745337,-73.97919799999998,28,3,3,0,1399,1364
188850,40.78516,-73.980512,26,14,1,1,1399,1365
188850,40.793958,-73.972237,26,15,1,0,1399,1365
188860,40.776442,-73.95296,28,19,3,1,1399,1365
188860,40.73037,-73.98406799999998,28,19,3,0,1399,1365
188870,40.72877,-74.00524199999998,24,12,1,1,1399,1365
188870,40.757158,-73.975025,24,12,3,0,1399,1365
188880,40.720618,-73.84455199999998,27,22,3,1,1399,1365
188880,40.729408,-73.87739,27,23,3,0,1399,1365
188890,40.7128,-74.010495,24,11,1,1,1399,1365
188890,40.704843,-74.011037,24,11,1,0,1399,1365
188900,40.797028,-73.97007999999998,26,15,1,1,1399,1365
188900,40.78444,-73.979617,26,15,3,0,1399,1365
188910,40.716742,-74.013587,24,9,3,1,1399,1365
188910,40.703037,-74.011875,24,9,3,0,1399,1365
188920,40.762295,-73.982062,27,19,3,1,1399,1365
188920,40.717632,-74.007427,27,20,1,0,1399,1365
188930,40.778283,-73.95659999999998,27,21,3,1,1399,1365
188930,40.76296,-73.974677,27,21,3,0,1399,1365
188940,40.75783,-73.97128499999998,26,13,3,1,1399,1365
188940,40.750752,-73.98750699999998,26,14,3,0,1399,1365
188950,40.773097,-73.88552199999998,26,17,3,1,1399,1365
188950,40.643703,-73.783495,26,17,3,0,1399,1365
188960,40.761127,-73.99952999999998,22,21,3,1,1399,1365
188960,40.749795,-73.99270699999998,22,21,1,0,1400,1365
188970,40.720218,-73.9788,24,10,3,1,1400,1365
188970,40.723117,-73.988752,24,10,3,0,1400,1365
188980,40.739768,-74.006175,19,21,3,1,1400,1365
188980,40.734092,-73.990858,19,21,3,0,1400,1365
188990,40.776075,-73.95814699999998,20,4,3,1,1400,1365
188990,40.76473,-73.966302,20,4,3,0,1400,1365
189000,40.754843,-73.988065,20,4,1,1,1400,1366
189000,40.736827,-73.9783,20,4,3,0,1400,1366
189010,40.742983,-74.003918,20,4,1,1,1400,1366
189010,40.747418,-74.004407,20,4,3,0,1400,1366
189020,40.792622,-73.93795,20,4,1,1,1400,1366
189020,40.801105,-73.960892,20,4,3,0,1400,1366
189030,40.750112,-74.00252999999998,20,3,3,1,1400,1366
189030,40.636258,-73.94789799999998,20,4,3,0,1400,1366
189040,40.752077,-74.002853,20,4,3,1,1400,1366
189040,40.759095,-73.984717,20,4,3,0,1400,1366
189050,40.740153,-74.005453,20,3,3,1,1400,1366
189050,40.768257,-73.95556999999998,20,4,1,0,1400,1366
189060,40.721647,-73.984633,20,4,3,1,1400,1366
189060,40.767885,-73.95832699999998,20,4,3,0,1400,1366
189070,40.76931,-73.982782,27,13,3,1,1400,1366
189070,40.749867,-73.99156,27,13,3,0,1400,1366
189080,40.722393,-73.95004799999998,20,4,1,1,1400,1366
189080,40.671015,-73.950467,20,4,1,0,1400,1366
189090,40.722252,-73.98717,20,4,1,1,1400,1366
189090,40.761057,-73.963975,20,4,3,0,1400,1366
189100,40.721318,-73.99765499999998,20,4,1,1,1401,1367
189100,40.75524,-73.970493,20,4,3,0,1401,1367
189110,40.755355,-73.97085,25,18,3,1,1401,1367
189110,40.758557,-73.976415,25,19,3,0,1401,1367
189120,40.781398,-73.952008,24,10,3,1,1401,1367
189120,40.754078,-73.987183,24,10,1,0,1401,1367
189130,40.768188,-73.95886299999998,20,4,3,1,1401,1367
189130,40.743493,-73.97681699999998,20,4,3,0,1401,1367
189140,40.755033,-73.98008799999998,20,4,1,1,1401,1367
189140,40.755125,-73.980593,20,4,3,0,1401,1367
189150,40.746085,-73.99481199999998,27,16,3,1,1401,1367
189150,40.740713,-73.982032,27,16,3,0,1401,1367
189160,40.7332,-73.99333799999998,22,19,1,1,1401,1367
189160,40.773027,-73.98007699999998,22,19,3,0,1401,1367
189170,40.737953,-73.983913,20,4,3,1,1401,1367
189170,40.776632,-73.95887299999998,20,4,1,0,1401,1367
189180,40.713202,-73.958437,20,4,3,1,1401,1367
189180,40.744533,-73.996448,20,4,3,0,1401,1367
189190,40.740257,-73.98641499999998,26,20,3,1,1401,1367
189190,40.730635,-73.990638,26,20,3,0,1401,1367
189200,40.77176,-73.982635,23,9,3,1,1401,1367
189200,40.758522,-74.0005,23,9,1,0,1401,1367
189210,40.77128,-73.982183,23,12,3,1,1401,1367
189210,40.766148,-73.981845,23,12,3,0,1401,1367
189220,40.72124,-74.004575,28,1,3,1,1401,1367
189220,40.739408,-73.993778,28,1,3,0,1401,1367
189230,40.737807,-74.00004199999998,23,10,3,1,1401,1367
189230,40.714948,-74.015972,23,10,3,0,1402,1367
189240,40.760365,-73.971637,22,12,3,1,1402,1367
189240,40.769635,-73.965083,22,12,3,0,1402,1367
189250,40.808078,-73.9638,22,11,3,1,1402,1367
189250,40.791657,-73.97395,22,11,3,0,1402,1367
189260,40.732113,-73.987933,22,8,1,1,1402,1367
189260,40.753815,-73.985397,22,8,1,0,1402,1368
189270,40.759813,-73.986222,22,19,3,1,1402,1368
189270,40.768605,-73.97636,22,19,3,0,1402,1368
189280,40.739925,-73.976202,22,10,1,1,1402,1368
189280,40.750397,-73.97496499999998,22,10,3,0,1402,1368
189290,40.751302,-73.99344999999998,26,8,1,1,1402,1368
189290,40.755752,-73.97095299999998,26,8,3,0,1402,1368
189300,40.734038,-73.99997,26,23,1,1,1402,1368
189300,40.721503,-74.00435299999998,26,23,3,0,1402,1368
189310,40.720933,-74.005262,27,7,3,1,1402,1368
189310,40.75245,-73.977967,27,7,3,0,1402,1368
189320,40.729225,-73.98758999999998,27,11,1,1,1402,1368
189320,40.748965,-73.992132,27,11,3,0,1402,1368
189330,40.744425,-74.00647499999998,23,10,3,1,1402,1368
189330,40.717018,-74.007997,23,10,3,0,1402,1368
189340,40.708113,-74.016642,28,18,1,1,1402,1368
189340,40.790997,-73.97109,28,18,1,0,1402,1368
189350,40.736677,-73.978768,22,20,3,1,1402,1368
189350,40.7215,-73.984098,22,20,3,0,1402,1368
189360,40.827292,-73.94995,23,15,1,1,1402,1368
189360,40.774155,-73.87117499999998,23,16,3,0,1402,1368
189370,40.771142,-73.95952699999998,27,12,3,1,1403,1368
189370,40.778353,-73.967145,27,12,3,0,1403,1369
189380,40.742472,-73.980232,22,17,1,1,1403,1369
189380,40.731938,-73.98986999999998,22,17,3,0,1403,1369
189390,40.756615,-73.974568,20,1,3,1,1403,1369
189390,40.759392,-73.984375,20,1,3,0,1403,1369
189400,40.742198,-73.98116799999998,20,8,3,1,1403,1369
189400,40.690345,-73.994645,20,8,3,0,1403,1369
189410,40.731048,-73.991692,20,1,3,1,1403,1369
189410,40.709403,-73.96017,20,1,1,0,1403,1369
189420,40.719265,-73.98707799999998,20,1,3,1,1403,1369
189420,40.721032,-73.98230499999998,20,1,3,0,1403,1369
189430,40.741452,-73.997642,11,9,3,1,1403,1369
189430,40.763365,-73.97327699999998,11,9,3,0,1403,1369
189440,40.761373,-73.985838,22,8,3,1,1403,1369
189440,40.758578,-74.00032799999998,22,8,1,0,1403,1369
189450,40.7381,-73.98814299999998,20,8,3,1,1403,1369
189450,40.767987,-73.986525,20,8,3,0,1403,1369
189460,40.729792,-73.99877999999998,20,1,1,1,1403,1369
189460,40.793212,-73.970867,20,1,1,0,1403,1369
189470,40.744293,-73.98334199999998,22,9,1,1,1403,1369
189470,40.703505,-74.011415,22,9,3,0,1403,1369
189480,40.730258,-73.989508,22,9,3,1,1403,1369
189480,40.738693,-73.99141299999998,22,9,1,0,1403,1369
189490,40.726268,-73.989348,20,1,3,1,1403,1369
189490,40.736748,-73.988827,20,1,1,0,1403,1369
189500,40.724972,-73.999128,25,17,1,1,1403,1369
189500,40.749142,-73.992148,25,18,3,0,1404,1369
189510,40.767957,-73.95634699999998,25,18,3,1,1404,1369
189510,40.763593,-73.969527,25,18,3,0,1404,1369
189520,40.761762,-73.98301499999998,20,1,1,1,1404,1369
189520,40.769543,-73.925167,20,1,1,0,1404,1369
189530,40.769898,-73.86349199999998,24,13,3,1,1404,1369
189530,40.758592,-73.97776299999998,24,13,3,0,1404,1369
189540,40.773153,-73.960313,24,14,3,1,1404,1369
189540,40.764408,-73.963915,24,14,3,0,1404,1369
189550,40.74447,-73.99607,20,1,3,1,1404,1369
189550,40.725797,-73.989773,20,1,3,0,1404,1369
189560,40.759712,-73.968045,20,1,3,1,1404,1369
189560,40.788358,-73.97644699999998,20,2,3,0,1404,1369
189570,40.750357,-73.975097,24,15,1,1,1404,1370
189570,40.769007,-73.98246,24,15,3,0,1404,1370
189580,40.75719,-73.972047,24,11,1,1,1404,1370
189580,40.774715,-73.98186699999998,24,11,3,0,1404,1370
189590,40.774065,-73.87453999999998,22,21,1,1,1404,1370
189590,40.758498,-73.975723,22,22,3,0,1404,1370
189600,40.761912,-73.98442799999998,22,22,3,1,1404,1370
189600,40.757232,-73.973883,22,22,1,0,1404,1370
189610,40.75675,-73.96709699999998,27,15,3,1,1404,1370
189610,40.743512,-73.995993,27,15,1,0,1404,1370
189620,40.813608,-73.95935299999998,25,9,1,1,1404,1370
189620,40.740343,-73.975263,25,9,3,0,1404,1370
189630,40.745692,-73.98827699999998,25,21,3,1,1404,1370
189630,40.733945,-74.002708,25,21,1,0,1404,1370
189640,40.731508,-73.98243499999998,27,22,3,1,1405,1370
189640,40.723247,-73.998203,27,22,3,0,1405,1370
189650,40.75108,-73.99055699999998,27,22,1,1,1405,1370
189650,40.761827,-73.993903,27,22,3,0,1405,1371
189660,40.745402,-74.00211299999998,27,16,1,1,1405,1371
189660,40.738513,-73.98541,27,16,3,0,1405,1371
189670,40.770965,-73.949453,25,10,3,1,1405,1371
189670,40.750318,-73.968942,25,10,3,0,1405,1371
189680,40.767442,-73.982135,24,8,1,1,1405,1371
189680,40.7641,-73.97624299999998,24,8,3,0,1405,1371
189690,40.746862,-73.97449299999998,27,19,1,1,1405,1371
189690,40.75153,-73.98644299999998,27,19,3,0,1405,1371
189700,40.768797,-73.98505199999998,23,0,3,1,1405,1371
189700,40.773767,-73.98780499999998,23,0,1,0,1405,1371
189710,40.746942,-73.97723999999998,26,10,3,1,1405,1371
189710,40.74553,-73.994698,26,10,3,0,1405,1371
189720,40.736412,-73.98456299999998,25,21,3,1,1405,1371
189720,40.73834,-73.999682,25,21,1,0,1405,1371
189730,40.757783,-73.983473,25,10,3,1,1405,1371
189730,40.757727,-73.98352,25,10,3,0,1405,1371
189740,40.764797,-73.987938,23,18,3,1,1405,1371
189740,40.75929,-73.983148,23,18,3,0,1405,1371
189750,40.572537,-73.991425,23,7,1,1,1405,1371
189750,40.571928,-73.99532,23,7,3,0,1405,1371
189760,40.77503,-73.956782,25,23,1,1,1405,1371
189760,40.74739,-73.985172,26,0,3,0,1405,1371
189770,40.728972,-74.000735,27,23,3,1,1405,1371
189770,40.750093,-73.991577,27,23,3,0,1406,1371
189780,40.747412,-73.985257,23,3,3,1,1406,1372
189780,40.741955,-73.976898,23,4,1,0,1406,1372
189790,40.750543,-73.990965,24,23,3,1,1406,1372
189790,40.749337,-73.979607,24,23,1,0,1406,1372
189800,40.77835,-73.98197999999998,23,18,3,1,1406,1372
189800,40.772292,-73.982518,23,18,1,0,1406,1372
189810,40.765322,-73.981255,23,17,3,1,1406,1372
189810,40.759872,-73.98827199999998,23,17,3,0,1406,1372
189820,40.737845,-73.98800199999998,26,22,3,1,1406,1372
189820,40.744467,-73.97905699999998,26,22,3,0,1406,1372
189830,40.75591,-73.98645,25,1,1,1,1406,1372
189830,40.75062,-74.003288,25,1,1,0,1406,1372
189840,40.788313,-73.970798,28,12,3,1,1406,1372
189840,40.765465,-73.972093,28,12,1,0,1406,1372
189850,40.774813,-73.95882799999998,25,3,3,1,1406,1372
189850,40.766367,-73.966837,25,4,3,0,1406,1372
189860,40.76392,-73.967008,28,15,3,1,1406,1372
189860,40.760308,-73.971157,28,15,3,0,1406,1372
189870,40.715855,-74.011708,23,19,3,1,1406,1372
189870,40.724957,-73.995203,23,20,3,0,1406,1372
189880,40.759918,-73.974727,23,16,3,1,1406,1372
189880,40.766707,-73.97884999999998,23,16,3,0,1406,1372
189890,40.787165,-73.97158299999998,23,15,3,1,1406,1372
189890,40.779107,-73.98191799999998,23,15,1,0,1406,1372
189900,40.759132,-73.986385,23,15,3,1,1406,1372
189900,40.759683,-73.97593,23,15,1,0,1406,1372
189910,40.718263,-74.00306299999998,23,18,1,1,1407,1372
189910,40.708957,-74.009433,23,18,3,0,1407,1372
189920,40.764597,-73.972335,28,2,3,1,1407,1372
189920,40.761628,-73.97844499999998,28,2,1,0,1407,1372
189930,40.757333,-73.986282,27,11,3,1,1407,1373
189930,40.71935,-73.997495,27,11,1,0,1407,1373
189940,40.751325,-73.97425,19,22,1,1,1407,1373
189940,40.741212,-74.005718,19,22,3,0,1407,1373
189950,40.752628,-73.985523,23,1,3,1,1407,1373
189950,40.718015,-74.002925,23,1,3,0,1407,1373
189960,40.742775,-73.99655699999998,19,22,1,1,1407,1373
189960,40.731843,-74.00340799999998,19,22,3,0,1407,1373
189970,40.757933,-73.975612,25,9,3,1,1407,1373
189970,40.741927,-73.974788,25,9,3,0,1407,1373
189980,40.764327,-73.97924,9,23,1,1,1407,1373
189980,40.781617,-73.947957,9,23,3,0,1407,1373
189990,40.756693,-73.988735,25,0,3,1,1407,1373
189990,40.803963,-73.937782,25,0,1,0,1407,1373
190000,40.774423,-73.95115199999998,11,12,1,1,1407,1373
190000,40.753197,-73.981142,11,12,3,0,1407,1373
190010,40.727652,-74.001323,10,1,3,1,1407,1373
190010,40.709952,-74.015603,10,1,1,0,1407,1373
190020,40.741158,-73.993245,23,20,1,1,1407,1373
190020,40.748865,-73.988425,23,20,1,0,1407,1373
190030,40.713412,-74.00408,12,19,3,1,1407,1373
190030,40.711013,-73.96038299999998,12,19,1,0,1407,1373
190040,40.758217,-73.99271299999998,22,7,3,1,1407,1373
190040,40.719905,-74.008128,22,7,3,0,1408,1373
190050,40.725605,-73.994618,12,22,3,1,1408,1373
190050,40.752968,-73.972955,12,23,3,0,1408,1373
190060,40.802823,-73.96783999999998,22,7,3,1,1408,1373
190060,40.800267,-73.970653,22,7,3,0,1408,1374
190070,40.782033,-73.982735,19,17,3,1,1408,1374
190070,40.779393,-73.98764799999998,19,17,1,0,1408,1374
190080,40.719047,-73.989348,11,13,3,1,1408,1374
190080,40.73713,-73.98085,11,13,1,0,1408,1374
190090,40.733992,-73.98049799999998,22,6,1,1,1408,1374
190090,40.771945,-73.95140499999998,22,6,1,0,1408,1374
190100,40.778208,-73.985552,13,16,3,1,1408,1374
190100,40.781508,-73.98055499999998,13,16,3,0,1408,1374
190110,40.790768,-73.97461,10,12,1,1,1408,1374
190110,40.763453,-73.975008,10,12,3,0,1408,1374
190120,40.67146,-73.984402,22,0,3,1,1408,1374
190120,40.721907,-74.004287,22,0,3,0,1408,1374
190130,40.741308,-73.98536,22,11,1,1,1408,1374
190130,40.74344,-73.975943,22,11,3,0,1408,1374
190140,40.721195,-73.98277199999998,24,21,1,1,1408,1374
190140,40.736058,-74.00955999999998,24,22,3,0,1408,1374
190150,40.740823,-74.007705,28,0,3,1,1408,1375
190150,40.720385,-73.996882,28,0,3,0,1408,1375
190160,40.781158,-73.955602,22,7,3,1,1408,1375
190160,40.772555,-73.962907,22,8,1,0,1408,1375
190170,40.724338,-73.992412,22,9,1,1,1408,1375
190170,40.725272,-74.00578,22,9,3,0,1408,1375
190180,40.761005,-73.954678,22,7,3,1,1409,1375
190180,40.77181,-73.96088799999998,22,7,1,0,1409,1375
190190,40.765527,-73.967798,22,8,3,1,1409,1375
190190,40.77784,-73.959052,22,8,1,0,1409,1375
190200,40.754238,-73.991658,22,12,1,1,1409,1375
190200,40.758765,-73.985867,22,12,3,0,1409,1375
190210,40.746578,-73.98603699999998,23,18,3,1,1409,1375
190210,40.750333,-73.983227,23,18,3,0,1409,1375
190220,40.756687,-73.989925,22,9,3,1,1409,1375
190220,40.763947,-73.98234499999998,22,10,3,0,1409,1375
190230,40.74814,-73.99271299999998,24,0,3,1,1409,1375
190230,40.794962,-73.962545,24,0,3,0,1409,1375
190240,40.73312,-73.925295,23,19,1,1,1409,1375
190240,40.73312,-73.925295,23,19,3,0,1409,1375
190250,40.746003,-73.990592,23,8,1,1,1409,1375
190250,40.766778,-73.983007,23,8,3,0,1409,1375
190260,40.749108,-73.974027,22,10,1,1,1409,1375
190260,40.749108,-73.974027,22,10,1,0,1409,1375
190270,40.754627,-73.97085,24,6,1,1,1409,1375
190270,40.711612,-74.00997499999998,24,6,1,0,1409,1375
190280,40.779257,-73.97744299999998,22,9,3,1,1409,1376
190280,40.762437,-73.967752,22,9,1,0,1409,1376
190290,40.757075,-73.967737,23,20,3,1,1409,1376
190290,40.75233,-73.975137,23,20,3,0,1409,1376
190300,40.7378,-73.99776,22,13,3,1,1409,1376
190300,40.750907,-73.994375,22,13,1,0,1409,1376
190310,40.719843,-73.98756199999998,28,2,3,1,1409,1376
190310,40.744655,-73.975553,28,2,1,0,1410,1376
190320,40.763968,-73.974142,22,19,3,1,1410,1376
190320,40.635892,-74.02991299999998,22,20,1,0,1410,1376
190330,40.77096,-73.98127499999998,23,20,1,1,1410,1376
190330,40.70233,-73.983917,23,20,3,0,1410,1376
190340,40.758973,-73.968852,22,22,1,1,1410,1376
190340,40.777893,-73.94873,22,22,1,0,1410,1376
190350,40.763665,-73.964432,26,21,3,1,1410,1376
190350,40.775835,-73.950342,26,21,3,0,1410,1376
190360,40.744438,-73.97905299999998,22,8,3,1,1410,1376
190360,40.73216,-73.985003,22,8,3,0,1410,1376
190370,40.773498,-73.951595,27,19,1,1,1410,1376
190370,40.751238,-73.986143,27,19,3,0,1410,1376
190380,40.738342,-73.991605,24,14,3,1,1410,1376
190380,40.754802,-73.97171799999998,24,14,3,0,1410,1376
190390,40.729397,-74.003815,24,23,3,1,1410,1376
190390,40.781595,-73.979577,24,23,1,0,1410,1376
190400,40.738288,-73.987772,25,12,3,1,1410,1376
190400,40.737203,-73.978172,25,12,3,0,1410,1376
190410,40.744555,-73.988028,26,19,1,1,1410,1376
190410,40.771288,-73.982545,26,20,3,0,1410,1376
190420,40.720223,-74.00287199999998,26,13,1,1,1410,1376
190420,40.75864,-73.98610499999998,26,13,3,0,1410,1376
190430,40.754072,-73.991518,25,7,3,1,1410,1376
190430,40.751105,-73.97619299999998,25,7,3,0,1410,1376
190440,40.775573,-73.98019999999998,25,13,1,1,1410,1376
190440,40.773092,-73.989748,25,13,1,0,1410,1376
190450,40.777813,-73.924892,25,10,3,1,1411,1376
190450,40.78942,-73.91601199999998,25,10,3,0,1411,1376
190460,40.769762,-73.863327,23,12,1,1,1411,1376
190460,40.762727,-73.98240199999998,23,12,3,0,1411,1376
190470,40.767008,-73.953608,26,20,3,1,1411,1376
190470,40.772627,-73.946422,26,20,3,0,1411,1377
190480,40.74279,-73.986748,24,22,1,1,1411,1377
190480,40.762932,-73.978378,24,22,3,0,1411,1377
190490,40.771023,-73.86621499999998,28,1,1,1,1411,1377
190490,40.798778,-73.971635,28,2,3,0,1411,1377
190500,40.759605,-73.96548,24,20,3,1,1411,1377
190500,40.76713,-73.98363,24,20,3,0,1411,1377
190510,40.81171,-73.96130499999998,9,9,3,1,1411,1377
190510,40.794365,-73.972097,9,9,3,0,1411,1377
190520,40.837283,-73.850368,22,19,3,1,1411,1377
190520,40.83839,-73.847927,22,19,3,0,1411,1377
190530,40.718885,-73.98931799999998,24,5,3,1,1411,1377
190530,40.733273,-73.99338299999998,24,5,3,0,1411,1377
190540,40.785763,-73.970668,27,13,3,1,1411,1377
190540,40.779057,-73.977545,27,14,3,0,1411,1377
190550,40.757417,-73.98581799999998,13,15,1,1,1411,1377
190550,40.740395,-74.005758,13,15,3,0,1411,1377
190560,40.733998,-73.99082799999998,13,15,3,1,1411,1377
190560,40.737913,-73.997997,13,16,3,0,1411,1377
190570,40.763283,-73.98068999999998,9,9,1,1,1411,1377
190570,40.769928,-73.990222,9,9,1,0,1411,1377
190580,40.748857,-73.98922299999998,13,16,3,1,1411,1377
190580,40.762067,-73.96899999999998,13,17,3,0,1412,1377
190590,40.764522,-73.988163,27,2,1,1,1412,1377
190590,40.690715,-73.95537299999998,27,2,1,0,1412,1377
190600,40.719912,-73.978993,25,16,3,1,1412,1377
190600,40.75182,-73.975048,25,16,3,0,1412,1377
190610,40.762138,-73.972057,22,22,3,1,1412,1377
190610,40.779085,-73.96087699999998,22,22,1,0,1412,1377
190620,40.723717,-74.002947,27,21,3,1,1412,1377
190620,40.753197,-73.982467,27,21,1,0,1412,1377
190630,40.78791,-73.95549,27,9,3,1,1412,1377
190630,40.773985,-73.983232,27,9,1,0,1412,1378
190640,40.755597,-73.98630799999998,22,8,3,1,1412,1378
190640,40.761435,-73.979203,22,8,3,0,1412,1378
190650,40.719568,-73.98765,28,4,3,1,1412,1378
190650,40.740707,-74.004715,28,4,3,0,1412,1378
190660,40.758427,-73.97686,28,15,1,1,1412,1378
190660,40.765472,-73.963413,28,15,3,0,1412,1378
190670,40.762658,-73.98530499999998,26,19,3,1,1412,1378
190670,40.775385,-73.95381299999998,26,20,3,0,1412,1378
190680,40.761138,-73.970887,22,8,3,1,1412,1378
190680,40.785075,-73.95363999999998,22,9,3,0,1412,1378
190690,40.75388,-73.995813,24,14,3,1,1412,1378
190690,40.74389,-73.98789999999998,24,14,1,0,1412,1378
190700,40.751012,-73.974312,22,23,1,1,1412,1378
190700,40.778667,-73.988692,22,23,3,0,1412,1378
190710,40.799072,-73.968603,24,17,1,1,1412,1378
190710,40.728897,-74.000623,24,17,1,0,1412,1378
190720,40.756603,-73.989683,23,6,3,1,1413,1378
190720,40.761513,-73.985388,23,6,3,0,1413,1378
